provinsi,Kab_Kota,Kecamatan,hotspot_kemarin,hotspot_2hari_lalu,hotspot_3hari_lalu,curah_hujan_avg_7d,suhu_avg_7d,kelembaban_avg_7d,hari_tanpa_hujan,bulan,hari_dalam_tahun,skor_risiko,kategori_risiko,model_terlatih,tanggal_prediksi
Sumatera Selatan,OGAN KOMERING ULU TIMUR,SEMENDAWAI BARAT,0,0,0,0.55,28.71666666666667,69.66666666666667,2,8,232,0.8903283777427445,Tinggi,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU TIMUR,BELITANG MADANG RAYA,0,0,0,0.39999999999999997,28.928571428571434,67.57142857142857,8,8,232,0.49445997935941305,Sedang,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU TIMUR,SEMENDAWAI TIMUR,0,0,0,0.8500000000000001,28.75,69.25,1,8,232,0.35927683621657264,Sedang,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU TIMUR,JAYAPURA,0,0,0,0.10000000000000002,28.7,65.0,3,8,232,0.6899064671997273,Tinggi,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU TIMUR,BELITANG JAYA,0,0,0,0.05,28.5,69.0,4,8,232,0.5879433380579884,Sedang,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU SELATAN,BANDING AGUNG,0,0,0,0.8399999999999999,24.740000000000002,75.6,0,8,232,0.13222286790819576,Rendah,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU SELATAN,MUARA DUA KISAM,0,0,0,1.7166666666666668,21.766666666666666,81.33333333333333,0,8,232,0.013990347392509253,Rendah,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU SELATAN,SIMPANG,0,0,0,1.3800000000000001,27.720000000000006,67.2,0,8,232,0.6965454103097752,Tinggi,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU SELATAN,BUAY SANDANG AJI,0,0,0,0.75,27.25,69.75,0,8,232,0.21190621527318584,Rendah,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU SELATAN,BUAY RUNJUNG,0,0,0,0.5666666666666667,27.366666666666664,70.66666666666667,0,8,232,0.3651565535569909,Sedang,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU SELATAN,MEKAKAU ILIR,0,0,0,1.7999999999999998,25.35,76.75,0,8,232,0.6207989180914766,Sedang,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU SELATAN,BUAY PEMACA,0,0,0,0.72,26.339999999999996,68.2,0,8,232,0.8404268719929755,Tinggi,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU SELATAN,WARKUK RANAU SELATAN,0,0,0,0.7000000000000001,21.7,82.0,0,8,232,0.059413873059373394,Rendah,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU SELATAN,RUNJUNG AGUNG,0,0,0,1.5333333333333332,26.8,71.83333333333333,0,8,232,0.14751163067736334,Rendah,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU SELATAN,SUNGAI ARE,0,0,0,1.6,22.5,81.75,0,8,232,0.037315937272578904,Rendah,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU SELATAN,SINDANG DANAU,0,0,0,1.6,21.975,82.5,0,8,232,0.023473312456679937,Rendah,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU SELATAN,BUANA PEMACA,0,0,0,0.625,28.775000000000002,66.0,0,8,232,0.9026581395525554,Tinggi,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU SELATAN,TIGA DIHAJI,0,0,0,1.957142857142857,27.12857142857143,71.0,0,8,232,0.16155667793733103,Rendah,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU SELATAN,BUAY RAWAN,0,0,0,1.2285714285714284,26.67142857142857,69.42857142857143,1,8,232,0.6564135610242391,Tinggi,True,2026-08-20
Sumatera Selatan,OGAN ILIR,MUARA KUANG,0,0,0,0.48333333333333334,28.566666666666666,69.16666666666667,1,8,232,0.8387983197376301,Tinggi,True,2026-08-20
Sumatera Selatan,OGAN ILIR,TANJUNG BATU,0,0,0,0.7142857142857143,28.81428571428571,68.71428571428571,1,8,232,0.7939783023439513,Tinggi,True,2026-08-20
Sumatera Selatan,OGAN ILIR,TANJUNG RAJA,0,0,0,1.1800000000000002,28.22,71.6,0,8,232,0.3888594307982667,Sedang,True,2026-08-20
Sumatera Selatan,OGAN ILIR,INDRALAYA,0,0,0,0.62,28.939999999999998,67.6,1,8,232,0.7142891191303604,Tinggi,True,2026-08-20
Sumatera Selatan,OGAN ILIR,PEMULUTAN,0,0,0,1.1857142857142857,28.500000000000004,71.57142857142857,2,8,232,0.8193232017382824,Tinggi,True,2026-08-20
Sumatera Selatan,OGAN ILIR,RANTAU ALAI,0,0,0,0.0,28.2,69.0,1,8,232,0.6590249288753623,Tinggi,True,2026-08-20
Sumatera Selatan,OGAN ILIR,INDRALAYA UTARA,0,0,0,2.3333333333333335,28.899999999999995,68.66666666666667,1,8,232,0.8866419182394948,Tinggi,True,2026-08-20
Sumatera Selatan,OGAN ILIR,INDRALAYA SELATAN,0,0,0,0.62,28.939999999999998,67.6,1,8,232,0.7608097956547103,Tinggi,True,2026-08-20
Sumatera Selatan,OGAN ILIR,PEMULUTAN SELATAN,0,0,0,1.2714285714285716,28.514285714285716,70.71428571428571,1,8,232,0.28092636343196126,Sedang,True,2026-08-20
Sumatera Selatan,OGAN ILIR,PEMULUTAN BARAT,0,0,0,0.0,28.9,67.0,1,8,232,0.6083815279629999,Sedang,True,2026-08-20
Sumatera Selatan,OGAN ILIR,RANTAU PANJANG,0,0,0,1.225,28.625,71.5,1,8,232,0.0753346441562242,Rendah,True,2026-08-20
Sumatera Selatan,OGAN ILIR,KANDIS,0,0,0,0.78,28.1,72.0,2,8,232,0.2743756390319339,Sedang,True,2026-08-20
Sumatera Selatan,EMPAT LAWANG,MUARA PINANG,0,0,0,1.3142857142857145,25.442857142857143,74.28571428571429,0,8,232,0.011136565446876232,Rendah,True,2026-08-20
Sumatera Selatan,OGAN ILIR,RAMBANG KUANG,0,0,0,1.1199999999999999,29.04,66.4,2,8,232,0.8017444376831717,Tinggi,True,2026-08-20
Sumatera Selatan,OGAN ILIR,LUBUK KELIAT,0,0,0,0.54,28.3,70.8,2,8,232,0.842995507504936,Tinggi,True,2026-08-20
Sumatera Selatan,OGAN ILIR,PAYARAMAN,0,0,0,0.8285714285714285,29.042857142857144,67.28571428571429,2,8,232,0.821177317626087,Tinggi,True,2026-08-20
Sumatera Selatan,EMPAT LAWANG,PENDOPO,0,0,0,0.38,27.259999999999998,64.4,0,8,232,0.619744389693905,Sedang,True,2026-08-20
Sumatera Selatan,EMPAT LAWANG,ULU MUSI,0,0,0,2.2666666666666666,24.7,78.66666666666667,0,8,232,0.4569850634835171,Sedang,True,2026-08-20
Sumatera Selatan,EMPAT LAWANG,LINTANG KANAN,0,0,0,2.4285714285714284,21.928571428571427,79.57142857142857,0,8,232,0.14963533770195322,Rendah,True,2026-08-20
Sumatera Selatan,EMPAT LAWANG,TEBING TINGGI,0,0,0,3.0250000000000004,27.750000000000004,74.0,1,8,232,0.7492606690505589,Tinggi,True,2026-08-20
Sumatera Selatan,EMPAT LAWANG,PASEMAH AIR KERUH,0,0,0,1.275,26.775,76.5,0,8,232,0.7047556855045932,Tinggi,True,2026-08-20
Sumatera Selatan,EMPAT LAWANG,SIKAP DALAM,0,0,0,1.457142857142857,26.11428571428572,72.57142857142857,0,8,232,0.09854030451611517,Rendah,True,2026-08-20
Sumatera Selatan,EMPAT LAWANG,SALING,0,0,0,0.48,27.339999999999996,74.4,2,8,232,0.734405220971121,Tinggi,True,2026-08-20
Sumatera Selatan,PENUKAL ABAB LEMATANG ILIR,TALANG UBI,0,0,0,2.0,28.733333333333334,70.0,2,8,232,0.8964317558132778,Tinggi,True,2026-08-20
Sumatera Selatan,PENUKAL ABAB LEMATANG ILIR,PENUKAL UTARA,0,0,0,3.0500000000000003,29.399999999999995,66.16666666666667,2,8,232,0.8425204531422432,Tinggi,True,2026-08-20
Sumatera Selatan,PENUKAL ABAB LEMATANG ILIR,PENUKAL,0,0,0,1.9714285714285715,29.499999999999996,65.28571428571429,2,8,232,0.8377761338260358,Tinggi,True,2026-08-20
Sumatera Selatan,PENUKAL ABAB LEMATANG ILIR,ABAB,0,0,0,2.3666666666666667,28.900000000000002,67.66666666666667,1,8,232,0.6683803936096464,Tinggi,True,2026-08-20
Sumatera Selatan,PENUKAL ABAB LEMATANG ILIR,TANAH ABANG,0,0,0,0.13333333333333333,28.766666666666666,65.33333333333333,3,8,232,0.8110438078048692,Tinggi,True,2026-08-20
Sumatera Selatan,MUSI RAWAS UTARA,RUPIT,0,0,0,2.4142857142857146,27.34285714285715,81.0,2,8,232,0.9192102853036068,Tinggi,True,2026-08-20
Sumatera Selatan,MUSI RAWAS UTARA,RAWAS ULU,0,0,0,2.04,27.119999999999997,77.8,0,8,232,0.7795555076636921,Tinggi,True,2026-08-20
Sumatera Selatan,MUSI RAWAS UTARA,NIBUNG,0,0,0,0.6,27.8,70.0,1,8,232,0.8755030704392528,Tinggi,True,2026-08-20
Sumatera Selatan,MUSI RAWAS UTARA,RAWAS ILIR,0,0,0,1.0,28.52,69.4,2,8,232,0.958322350830476,Tinggi,True,2026-08-20
Sumatera Selatan,MUSI RAWAS UTARA,KARANG DAPO,0,0,0,3.1428571428571432,28.457142857142856,72.71428571428571,2,8,232,0.8932687356994784,Tinggi,True,2026-08-20
Sumatera Selatan,MUSI RAWAS UTARA,KARANG JAYA,0,0,0,3.228571428571428,26.842857142857145,80.14285714285714,3,8,232,0.9125816044801921,Tinggi,True,2026-08-20
Sumatera Selatan,KOTA PALEMBANG,ILIR BARAT I,0,0,0,1.6500000000000001,29.266666666666666,68.33333333333333,2,8,232,0.2803943322962997,Sedang,True,2026-08-20
Sumatera Selatan,MUSI RAWAS UTARA,ULU RAWAS,0,0,0,3.414285714285714,22.657142857142855,84.42857142857143,0,8,232,0.18525213731879042,Rendah,True,2026-08-20
Sumatera Selatan,KOTA PALEMBANG,GANDUS,0,0,0,1.5,29.17142857142857,68.0,2,8,232,0.474661048664793,Sedang,True,2026-08-20
Sumatera Selatan,KOTA PALEMBANG,SUKARAMI,0,0,0,2.1,29.166666666666668,67.33333333333333,1,8,232,0.35051614631179473,Sedang,True,2026-08-20
Sumatera Selatan,KOTA PALEMBANG,KEMUNING,0,0,0,0.9428571428571428,29.071428571428577,68.42857142857143,2,8,232,0.8655936564720804,Tinggi,True,2026-08-20
Sumatera Selatan,KOTA PALEMBANG,KALIDONI,0,0,0,0.4666666666666666,28.166666666666668,73.0,1,8,232,0.056236426409222086,Rendah,True,2026-08-20
Sumatera Selatan,KOTA PALEMBANG,KERTAPATI,0,0,0,0.64,28.419999999999998,71.4,2,8,232,0.49499368633897856,Sedang,True,2026-08-20
Sumatera Selatan,KOTA PALEMBANG,PLAJU,0,0,0,0.0,29.3,65.0,1,8,232,0.1479407727432765,Rendah,True,2026-08-20
Sumatera Selatan,KOTA PALEMBANG,ALANG-ALANG LEBAR,0,0,0,1.5285714285714285,29.37142857142857,66.71428571428571,2,8,232,0.10413858335351243,Rendah,True,2026-08-20
Sumatera Selatan,KOTA PALEMBANG,SEMATANG BORANG,0,0,0,0.5599999999999999,28.360000000000003,72.6,1,8,232,0.2951981723581701,Sedang,True,2026-08-20
Sumatera Selatan,KOTA LUBUKLINGGAU,LUBUK LINGGAU BARAT I,0,0,0,0.55,26.5,76.0,0,8,232,0.0532561087219326,Rendah,True,2026-08-20
Sumatera Selatan,KOTA LUBUKLINGGAU,LUBUK LINGGAU SELATAN I,0,0,0,1.4000000000000001,27.733333333333334,80.33333333333333,0,8,232,0.2400639978807923,Rendah,True,2026-08-20
Sumatera Selatan,KOTA LUBUKLINGGAU,LUBUK LINGGAU BARAT II,0,0,0,1.8285714285714285,26.214285714285715,76.57142857142857,0,8,232,0.032734366571282765,Rendah,True,2026-08-20
Sumatera Selatan,KOTA PAGAR ALAM,DEMPO UTARA,0,0,0,1.2,20.74285714285714,81.0,0,8,232,0.005503362576860919,Rendah,True,2026-08-20
Sumatera Selatan,KOTA LUBUKLINGGAU,LUBUK LINGGAU UTARA I,0,0,0,2.183333333333333,26.849999999999998,77.0,1,8,232,0.4053397846002971,Sedang,True,2026-08-20
Sumatera Selatan,KOTA PAGAR ALAM,DEMPO SELATAN,0,0,0,1.5666666666666667,21.716666666666665,76.5,0,8,232,0.029192131661255897,Rendah,True,2026-08-20
Sumatera Selatan,KOTA PAGAR ALAM,DEMPO TENGAH,0,0,0,2.414285714285714,20.87142857142857,79.14285714285714,0,8,232,0.03168719473227498,Rendah,True,2026-08-20
Sumatera Selatan,KOTA LUBUKLINGGAU,LUBUK LINGGAU UTARA II,0,0,0,2.32,27.339999999999996,77.2,0,8,232,0.08124113324102059,Rendah,True,2026-08-20
Sumatera Selatan,KOTA PRABUMULIH,CAMBAI,0,0,0,1.3833333333333335,29.400000000000002,65.83333333333333,1,8,232,0.29585345356254045,Sedang,True,2026-08-20
Sumatera Selatan,KOTA PRABUMULIH,PRABUMULIH BARAT,0,0,0,0.825,29.15,66.75,2,8,232,0.535051983286531,Sedang,True,2026-08-20
Sumatera Selatan,KOTA PRABUMULIH,PRABUMULIH TIMUR,0,0,0,1.2666666666666666,29.03333333333333,68.0,1,8,232,0.05401031521388979,Rendah,True,2026-08-20
Sumatera Selatan,KOTA PRABUMULIH,PRABUMULIH SELATAN,0,0,0,0.9,29.45714285714286,64.57142857142857,2,8,232,0.5778994344061975,Sedang,True,2026-08-20
Sumatera Selatan,KOTA PRABUMULIH,RAMBANG KPK TENGAH,0,0,0,0.9,29.32857142857143,65.0,2,8,232,0.5808260108259616,Sedang,True,2026-08-20
Sumatera Selatan,KOTA PRABUMULIH,PRABUMULIH UTARA,0,0,0,0.15,29.35,61.0,2,8,232,0.15533008836150317,Rendah,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN TIMUR,PARENGGEAN,0,0,0,0.22499999999999998,28.099999999999998,73.0,4,8,232,0.822860210245329,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN TIMUR,BAAMANG,0,0,0,1.2166666666666666,27.933333333333334,74.66666666666667,1,8,232,0.7199223055324908,Tinggi,True,2026-08-20
Kalimantan Tengah,SUKAMARA,BALAI RIAM,0,0,0,0.16,27.54,74.6,5,8,232,0.7729274917844656,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN TIMUR,MENTAWA BARU KETAPANG,0,0,0,0.0,27.5,77.0,1,8,232,0.7718015961746685,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN TIMUR,MENTAYA HILIR UTARA,0,0,0,0.9166666666666666,27.833333333333332,76.16666666666667,4,8,232,0.8812716310153823,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN TIMUR,MENTAYA HILIR SELATAN,0,0,0,0.8,27.475,78.5,2,8,232,0.8379787764303518,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN TIMUR,PULAU HANAUT,0,0,0,0.9800000000000001,26.919999999999998,81.2,2,8,232,0.5139232753546457,Sedang,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN TIMUR,ANTANG KALANG,0,0,0,0.9857142857142858,26.72857142857143,81.85714285714286,4,8,232,0.9112196584696792,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN TIMUR,TELUK SAMPIT,0,0,0,1.0,27.914285714285718,76.0,4,8,232,0.9358639217039821,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN TIMUR,SERANAU,0,0,0,0.75,27.366666666666664,78.33333333333333,3,8,232,0.46827119005131085,Sedang,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN TIMUR,CEMPAGA HULU,0,0,0,1.0999999999999999,27.78571428571428,75.85714285714286,3,8,232,0.7880367340009111,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN TIMUR,TELAWANG,0,0,0,0.8142857142857143,28.157142857142855,73.71428571428571,3,8,232,0.9355728649117746,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN TIMUR,BUKIT SANTUAI,0,0,0,0.125,26.575,79.75,4,8,232,0.8643420458326149,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN TIMUR,TUALAN HULU,0,0,0,0.0,27.2,77.0,2,8,232,0.7289979445803019,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN TIMUR,TELAGA ANTANG,0,0,0,1.0857142857142856,26.571428571428566,82.28571428571429,4,8,232,0.9027974528422403,Tinggi,True,2026-08-20
Kalimantan Tengah,KAPUAS,KAPUAS TIMUR,0,0,0,0.46666666666666673,28.46666666666667,69.0,2,8,232,0.23162879845249668,Rendah,True,2026-08-20
Kalimantan Tengah,KAPUAS,KAPUAS KUALA,0,0,0,0.0,27.5,74.0,1,8,232,0.552042383746272,Sedang,True,2026-08-20
Kalimantan Tengah,KAPUAS,KAPUAS BARAT,0,0,0,0.11666666666666665,28.2,70.83333333333333,6,8,232,0.9218272114784845,Tinggi,True,2026-08-20
Kalimantan Tengah,KAPUAS,PULAU PETAK,0,0,0,0.22000000000000003,28.6,69.0,5,8,232,0.13400919343659742,Rendah,True,2026-08-20
Kalimantan Tengah,KAPUAS,KAPUAS MURUNG,0,0,0,0.4000000000000001,28.53333333333333,67.0,1,8,232,0.9150540823699899,Tinggi,True,2026-08-20
Kalimantan Tengah,KAPUAS,BASARANG,0,0,0,0.13999999999999999,27.859999999999996,72.0,5,8,232,0.2479250128663038,Rendah,True,2026-08-20
Kalimantan Tengah,KAPUAS,KAPUAS HULU,0,0,0,0.06000000000000001,26.8,79.8,5,8,232,0.8947378305500848,Tinggi,True,2026-08-20
Kalimantan Tengah,KAPUAS,TAMBAN CATUR,0,0,0,0.31428571428571433,28.457142857142856,69.28571428571429,5,8,232,0.499632941614414,Sedang,True,2026-08-20
Kalimantan Tengah,KAPUAS,PASAK TALAWANG,0,0,0,0.8571428571428571,26.957142857142856,81.71428571428571,4,8,232,0.8873161562739965,Tinggi,True,2026-08-20
Kalimantan Tengah,KAPUAS,MANDAU TALAWANG,0,0,0,1.7799999999999998,26.639999999999997,82.8,3,8,232,0.7353939108398702,Tinggi,True,2026-08-20
Kalimantan Tengah,KAPUAS,DADAHUP,0,0,0,0.18333333333333335,28.61666666666667,68.33333333333333,6,8,232,0.8780215432842092,Tinggi,True,2026-08-20
Kalimantan Tengah,KAPUAS,BATAGUH,0,0,0,1.18,27.939999999999998,72.4,2,8,232,0.8793965586193309,Tinggi,True,2026-08-20
Kalimantan Tengah,BARITO SELATAN,JENAMAS,0,0,0,0.5,28.283333333333335,71.5,3,8,232,0.9440475527588785,Tinggi,True,2026-08-20
Kalimantan Tengah,BARITO SELATAN,DUSUN HILIR,0,0,0,0.3666666666666667,28.099999999999998,73.0,4,8,232,0.9157241484608586,Tinggi,True,2026-08-20
Kalimantan Tengah,BARITO SELATAN,KARAU KUALA,0,0,0,0.0,28.066666666666663,68.66666666666667,3,8,232,0.4586432335309048,Sedang,True,2026-08-20
Kalimantan Tengah,BARITO SELATAN,DUSUN UTARA,0,0,0,0.0,27.6,72.5,2,8,232,0.5813648670005988,Sedang,True,2026-08-20
Kalimantan Tengah,BARITO SELATAN,GN. BINTANG AWAI,0,0,0,1.0666666666666667,27.28333333333333,77.16666666666667,2,8,232,0.8705956527547992,Tinggi,True,2026-08-20
Kalimantan Tengah,BARITO SELATAN,DUSUN SELATAN,0,0,0,0.9142857142857144,28.25714285714286,76.28571428571429,2,8,232,0.8040635832085256,Tinggi,True,2026-08-20
Kalimantan Tengah,BARITO UTARA,MONTALLAT,0,0,0,0.35000000000000003,27.725,78.5,2,8,232,0.8265478646891377,Tinggi,True,2026-08-20
Kalimantan Tengah,BARITO UTARA,GUNUNG TIMANG,0,0,0,0.26666666666666666,26.833333333333332,78.33333333333333,3,8,232,0.9112180903690617,Tinggi,True,2026-08-20
Kalimantan Tengah,BARITO UTARA,GUNUNG PUREI,0,0,0,0.43333333333333335,26.983333333333334,77.83333333333333,4,8,232,0.18223314417736197,Rendah,True,2026-08-20
Kalimantan Tengah,BARITO UTARA,TEWEH TIMUR,0,0,0,1.1833333333333333,27.016666666666666,82.33333333333333,2,8,232,0.8249591181533014,Tinggi,True,2026-08-20
Kalimantan Tengah,BARITO UTARA,TEWEH TENGAH,0,0,0,0.1,27.049999999999997,78.0,2,8,232,0.8373537147531189,Tinggi,True,2026-08-20
Kalimantan Tengah,BARITO UTARA,TEWEH BARU,0,0,0,0.0,26.6,81.0,2,8,232,0.8312038362735373,Tinggi,True,2026-08-20
Kalimantan Tengah,BARITO UTARA,TEWEH SELATAN,0,0,0,0.7571428571428571,27.699999999999996,79.85714285714286,3,8,232,0.8906884989544896,Tinggi,True,2026-08-20
Kalimantan Tengah,BARITO UTARA,LAHEI BARAT,0,0,0,0.0,27.3,74.0,1,8,232,0.36629721179588204,Sedang,True,2026-08-20
Kalimantan Tengah,KATINGAN,KAMIPANG,0,0,0,0.4,27.799999999999997,72.5,2,8,232,0.9252546826431076,Tinggi,True,2026-08-20
Kalimantan Tengah,KATINGAN,KATINGAN HILIR,0,0,0,0.36000000000000004,27.96,75.4,5,8,232,0.8638028262422763,Tinggi,True,2026-08-20
Kalimantan Tengah,KATINGAN,TEWANG SANGALANG GARING,0,0,0,0.37142857142857144,27.557142857142853,77.14285714285714,4,8,232,0.8279077461150395,Tinggi,True,2026-08-20
Kalimantan Tengah,KATINGAN,PULAU MALAN,0,0,0,0.37142857142857144,27.657142857142862,76.28571428571429,4,8,232,0.9180954370861938,Tinggi,True,2026-08-20
Kalimantan Tengah,KATINGAN,KATINGAN TENGAH,0,0,0,0.7285714285714285,27.114285714285717,82.0,4,8,232,0.8991956733188139,Tinggi,True,2026-08-20
Kalimantan Tengah,KATINGAN,SANAMAN MANTIKEI,0,0,0,1.1142857142857143,26.728571428571428,83.57142857142857,3,8,232,0.9410341637443311,Tinggi,True,2026-08-20
Kalimantan Tengah,KATINGAN,MARIKIT,0,0,0,1.8428571428571427,25.842857142857145,82.57142857142857,1,8,232,0.8896474822065193,Tinggi,True,2026-08-20
Kalimantan Tengah,KATINGAN,KATINGAN HULU,0,0,0,1.0428571428571427,26.228571428571424,83.14285714285714,4,8,232,0.8337894628287454,Tinggi,True,2026-08-20
Kalimantan Tengah,KATINGAN,MENDAWAI,0,0,0,0.6,27.333333333333332,75.33333333333333,1,8,232,0.9213595731060933,Tinggi,True,2026-08-20
Kalimantan Tengah,KATINGAN,KATINGAN KUALA,0,0,0,0.4,26.925,79.75,3,8,232,0.7877039721044798,Tinggi,True,2026-08-20
Kalimantan Tengah,KATINGAN,TASIK PAYAWAN,0,0,0,0.20000000000000004,28.066666666666666,74.66666666666667,6,8,232,0.8232082482987964,Tinggi,True,2026-08-20
Kalimantan Tengah,KATINGAN,PETAK MALAI,0,0,0,1.5250000000000001,25.275000000000002,83.25,1,8,232,0.7485921661862535,Tinggi,True,2026-08-20
Kalimantan Tengah,KATINGAN,BUKIT RAYA,0,0,0,0.43333333333333335,26.0,81.33333333333333,2,8,232,0.7985081105827221,Tinggi,True,2026-08-20
Kalimantan Tengah,SERUYAN,SERUYAN TENGAH,0,0,0,0.225,26.650000000000002,79.5,4,8,232,0.935380412298663,Tinggi,True,2026-08-20
Kalimantan Tengah,SERUYAN,DANAU SEMBULUH,0,0,0,2.1999999999999997,27.424999999999997,78.0,1,8,232,0.8770107405616023,Tinggi,True,2026-08-20
Kalimantan Tengah,SERUYAN,HANAU,0,0,0,1.02,27.7,75.8,1,8,232,0.9136734302701776,Tinggi,True,2026-08-20
Kalimantan Tengah,SERUYAN,SERUYAN RAYA,0,0,0,0.39999999999999997,27.900000000000002,73.0,3,8,232,0.871117038227532,Tinggi,True,2026-08-20
Kalimantan Tengah,SERUYAN,DANAU SELULUK,0,0,0,0.36,27.560000000000002,75.0,5,8,232,0.6655421587144766,Tinggi,True,2026-08-20
Kalimantan Tengah,SERUYAN,BATU AMPAR,0,0,0,0.075,27.624999999999996,75.25,4,8,232,0.365436678283274,Sedang,True,2026-08-20
Kalimantan Tengah,SERUYAN,SULING TAMBUN,0,0,0,1.6285714285714286,25.842857142857138,82.71428571428571,4,8,232,0.840134531005314,Tinggi,True,2026-08-20
Kalimantan Tengah,SUKAMARA,PANTAI LUNCI,0,0,0,1.7,28.399999999999995,73.33333333333333,4,8,232,0.898930627760309,Tinggi,True,2026-08-20
Kalimantan Tengah,SUKAMARA,PERMATA KECUBUNG,0,0,0,0.6428571428571427,27.742857142857137,74.28571428571429,4,8,232,0.8435084500278119,Tinggi,True,2026-08-20
Kalimantan Tengah,LAMANDAU,DELANG,0,0,0,0.9571428571428571,26.657142857142855,78.28571428571429,3,8,232,0.8826455102768056,Tinggi,True,2026-08-20
Kalimantan Tengah,LAMANDAU,LAMANDAU,0,0,0,1.1,26.919999999999998,78.6,2,8,232,0.9299627200952112,Tinggi,True,2026-08-20
Kalimantan Tengah,LAMANDAU,BULIK,0,0,0,0.875,27.85,74.75,3,8,232,0.853704758328647,Tinggi,True,2026-08-20
Kalimantan Tengah,LAMANDAU,BULIK TIMUR,0,0,0,1.4428571428571428,26.385714285714283,80.0,3,8,232,0.9001370475137375,Tinggi,True,2026-08-20
Kalimantan Tengah,LAMANDAU,MENTHOBI RAYA,0,0,0,0.0,27.133333333333336,77.0,3,8,232,0.676783088845045,Tinggi,True,2026-08-20
Kalimantan Tengah,LAMANDAU,SEMATU JAYA,0,0,0,0.15000000000000002,28.15,70.0,2,8,232,0.09279330660891252,Rendah,True,2026-08-20
Kalimantan Tengah,LAMANDAU,BELANTIKAN RAYA,0,0,0,1.3,26.974999999999998,78.75,0,8,232,0.745479340767813,Tinggi,True,2026-08-20
Kalimantan Tengah,LAMANDAU,BATANG KAWA,0,0,0,1.2571428571428573,26.857142857142858,77.85714285714286,3,8,232,0.7028029168508839,Tinggi,True,2026-08-20
Kalimantan Tengah,GUNUNG MAS,SEPANG SIMIN,0,0,0,0.15,27.700000000000003,75.0,4,8,232,0.8756229337381045,Tinggi,True,2026-08-20
Kalimantan Tengah,GUNUNG MAS,KAHAYAN HULU UTARA,0,0,0,0.1,26.45,82.5,2,8,232,0.7117670496581667,Tinggi,True,2026-08-20
Kalimantan Tengah,BARITO TIMUR,PEMATANG KARAU,0,0,0,0.6142857142857142,27.82857142857143,73.71428571428571,4,8,232,0.909818573387452,Tinggi,True,2026-08-20
Riau,BENGKALIS,PINGGIR,0,0,0,8.042857142857143,28.057142857142857,81.0,0,8,232,0.6276145780526441,Sedang,True,2026-08-20
Kalimantan Tengah,GUNUNG MAS,MIHING RAYA,0,0,0,0.1,27.299999999999997,78.0,2,8,232,0.8376594650627815,Tinggi,True,2026-08-20
Kalimantan Tengah,GUNUNG MAS,DAMANG BATU,0,0,0,0.38,25.560000000000002,76.6,3,8,232,0.6945586233688548,Tinggi,True,2026-08-20
Kalimantan Tengah,GUNUNG MAS,MIRI MANASA,0,0,0,0.8999999999999999,25.599999999999998,81.5,2,8,232,0.5410392118325705,Sedang,True,2026-08-20
Kalimantan Tengah,GUNUNG MAS,RUNGAN HULU,0,0,0,0.0,26.9,75.0,1,8,232,0.5387117173443763,Sedang,True,2026-08-20
Kalimantan Tengah,GUNUNG MAS,MAHUNING RAYA,0,0,0,0.125,26.775,79.25,4,8,232,0.8641776363580846,Tinggi,True,2026-08-20
Kalimantan Tengah,GUNUNG MAS,RUNGAN BARAT,0,0,0,0.5666666666666668,26.78333333333333,82.5,3,8,232,0.931626360188562,Tinggi,True,2026-08-20
