provinsi,Kab_Kota,Kecamatan,hotspot_kemarin,hotspot_2hari_lalu,hotspot_3hari_lalu,curah_hujan_avg_7d,suhu_avg_7d,kelembaban_avg_7d,hari_tanpa_hujan,bulan,hari_dalam_tahun,skor_risiko,kategori_risiko,model_terlatih,tanggal_prediksi
Kalimantan Tengah,PULANG PISAU,PANDIH BATU,0,0,0,0.5428571428571429,27.857142857142858,73.28571428571429,4,8,232,0.9112522796471579,Tinggi,True,2026-08-20
Kalimantan Tengah,PULANG PISAU,KAHAYAN KUALA,0,0,0,0.2285714285714286,28.242857142857144,72.71428571428571,8,8,232,0.9373118089931802,Tinggi,True,2026-08-20
Kalimantan Tengah,PULANG PISAU,KAHAYAN TENGAH,0,0,0,0.3,28.04285714285714,71.0,7,8,232,0.5175169811416943,Sedang,True,2026-08-20
Kalimantan Tengah,PULANG PISAU,BANAMA TINGANG,0,0,0,0.15714285714285717,27.671428571428574,75.71428571428571,7,8,232,0.6582183287358636,Tinggi,True,2026-08-20
Kalimantan Tengah,PULANG PISAU,KAHAYAN HILIR,0,0,0,0.13999999999999999,27.96,73.4,5,8,232,0.6476319158485292,Tinggi,True,2026-08-20
Kalimantan Tengah,PULANG PISAU,MALIKU,0,0,0,0.325,27.875,74.25,3,8,232,0.6002027750698633,Sedang,True,2026-08-20
Kalimantan Tengah,PULANG PISAU,JABIREN,0,0,0,0.0,27.95,71.0,2,8,232,0.8543287644352081,Tinggi,True,2026-08-20
Kalimantan Tengah,PULANG PISAU,SEBANGAU KUALA,0,0,0,0.43333333333333335,27.76666666666667,72.0,3,8,232,0.9674794204106507,Tinggi,True,2026-08-20
Kalimantan Tengah,MURUNG RAYA,MURUNG,0,0,0,2.033333333333333,26.983333333333334,83.5,1,8,232,0.788783329740575,Tinggi,True,2026-08-20
Kalimantan Tengah,MURUNG RAYA,TANAH SIANG,0,0,0,2.642857142857143,25.671428571428578,83.57142857142857,2,8,232,0.8515860561956564,Tinggi,True,2026-08-20
Kalimantan Tengah,MURUNG RAYA,LAUNG TUHUP,0,0,0,0.8400000000000001,26.580000000000002,82.4,3,8,232,0.8363100917490872,Tinggi,True,2026-08-20
Kalimantan Tengah,MURUNG RAYA,PERMATA INTAN,0,0,0,0.15000000000000002,27.1,79.75,4,8,232,0.8734899722014862,Tinggi,True,2026-08-20
Kalimantan Tengah,MURUNG RAYA,SUMBER BARITO,0,0,0,0.8,26.97142857142857,82.0,4,8,232,0.8161348774908982,Tinggi,True,2026-08-20
Kalimantan Tengah,MURUNG RAYA,BARITO TUHUP RAYA,0,0,0,1.2142857142857142,26.62857142857143,82.85714285714286,4,8,232,0.7626763827350633,Tinggi,True,2026-08-20
Kalimantan Tengah,MURUNG RAYA,TANAH SIANG SELATAN,0,0,0,0.15,27.200000000000003,79.75,4,8,232,0.7036504260806584,Tinggi,True,2026-08-20
Kalimantan Tengah,MURUNG RAYA,SUNGAI BABUAT,0,0,0,1.1,25.200000000000003,78.0,0,8,232,0.4294127605179349,Sedang,True,2026-08-20
Kalimantan Tengah,BARITO TIMUR,BANUA LIMA,0,0,0,0.64,28.2,69.6,3,8,232,0.5743527938338262,Sedang,True,2026-08-20
Kalimantan Tengah,BARITO TIMUR,PATANGKEP TUTUI,0,0,0,0.6666666666666666,27.566666666666663,72.83333333333333,4,8,232,0.6627135895960883,Tinggi,True,2026-08-20
Kalimantan Tengah,BARITO TIMUR,AWANG,0,0,0,1.95,27.324999999999996,81.25,0,8,232,0.2879977058299334,Sedang,True,2026-08-20
Kalimantan Tengah,BARITO TIMUR,DUSUN TENGAH,0,0,0,1.4000000000000001,27.425,80.0,1,8,232,0.8503924004794179,Tinggi,True,2026-08-20
Kalimantan Tengah,BARITO TIMUR,PAJU EPAT,0,0,0,1.7,27.78,75.2,2,8,232,0.8309921971951156,Tinggi,True,2026-08-20
Kalimantan Tengah,BARITO TIMUR,RAREN BATUAH,0,0,0,1.14,27.580000000000002,77.4,3,8,232,0.717266358273512,Tinggi,True,2026-08-20
Kalimantan Tengah,BARITO TIMUR,PAKU,0,0,0,1.1857142857142857,27.685714285714287,75.14285714285714,4,8,232,0.6742092837374741,Tinggi,True,2026-08-20
Kalimantan Tengah,BARITO TIMUR,KARUSEN JANANG,0,0,0,0.6714285714285715,27.88571428571429,73.14285714285714,4,8,232,0.8193698919255776,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTA PALANGKARAYA,PAHANDUT,0,0,0,0.08,28.98,65.2,5,8,232,0.39527561625100377,Sedang,True,2026-08-20
Kalimantan Tengah,KOTA PALANGKARAYA,BUKIT BATU,0,0,0,0.1,28.060000000000002,69.6,5,8,232,0.7364498522514472,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTA PALANGKARAYA,JEKAN RAYA,0,0,0,0.31428571428571433,28.928571428571427,66.28571428571429,8,8,232,0.9082882142498021,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTA PALANGKARAYA,SABANGAU,0,0,0,0.5,28.2,71.33333333333333,2,8,232,0.9113557317669406,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTA PALANGKARAYA,RAKUMPIT,0,0,0,0.1,27.599999999999998,73.0,4,8,232,0.8916370294622874,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN BARAT,KUMAI,0,0,0,1.5666666666666667,27.266666666666666,75.0,1,8,232,0.5408228931803778,Sedang,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN BARAT,ARUT SELATAN,0,0,0,0.8,27.560000000000002,76.4,3,8,232,0.8592589439168866,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN BARAT,KOTAWARINGIN LAMA,0,0,0,1.0,27.8,74.4,2,8,232,0.89836320431421,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN BARAT,ARUT UTARA,0,0,0,0.4,27.3,77.0,2,8,232,0.652938047290743,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN BARAT,PANGKALAN LADA,0,0,0,0.35,28.1,72.5,2,8,232,0.15820838288996392,Rendah,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN BARAT,PANGKALAN BANTENG,0,0,0,1.0833333333333333,27.71666666666667,74.5,2,8,232,0.3565097645529835,Sedang,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN TIMUR,KOTA BESI,0,0,0,0.35,28.375,72.75,4,8,232,0.9003991309495111,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN TIMUR,CEMPAGA,0,0,0,0.18,27.360000000000003,77.0,5,8,232,0.6489512053508872,Tinggi,True,2026-08-20
Kalimantan Tengah,KOTAWARINGIN TIMUR,MENTAYA HULU,0,0,0,0.6571428571428571,28.014285714285712,74.0,4,8,232,0.9147566911887468,Tinggi,True,2026-08-20
Kalimantan Tengah,KAPUAS,MANTANGAI,0,0,0,0.22857142857142856,28.342857142857145,69.42857142857143,8,8,232,0.9540406581082879,Tinggi,True,2026-08-20
Kalimantan Tengah,KAPUAS,TIMPAH,0,0,0,0.8333333333333334,27.38333333333333,79.33333333333333,2,8,232,0.914422831971162,Tinggi,True,2026-08-20
Kalimantan Tengah,KAPUAS,KAPUAS TENGAH,0,0,0,0.7999999999999999,26.957142857142856,82.85714285714286,4,8,232,0.932571686198002,Tinggi,True,2026-08-20
Kalimantan Tengah,BARITO UTARA,LAHEI,0,0,0,0.9500000000000001,26.86666666666667,84.33333333333333,2,8,232,0.8712161137217111,Tinggi,True,2026-08-20
Kalimantan Tengah,SERUYAN,SERUYAN HILIR,0,0,0,1.525,27.375,78.0,1,8,232,0.914913575911762,Tinggi,True,2026-08-20
Kalimantan Tengah,SERUYAN,SERUYAN HULU,0,0,0,2.1,26.075,84.25,0,8,232,0.8022480543900183,Tinggi,True,2026-08-20
Kalimantan Tengah,SERUYAN,SERUYAN HILIR TIMUR,0,0,0,0.0,27.8,73.0,1,8,232,0.777899597614458,Tinggi,True,2026-08-20
Kalimantan Tengah,SUKAMARA,SUKAMARA,0,0,0,0.8285714285714286,27.25714285714286,78.57142857142857,5,8,232,0.8975764018162152,Tinggi,True,2026-08-20
Kalimantan Tengah,SUKAMARA,JELAI,0,0,0,1.1333333333333333,27.86666666666667,76.66666666666667,3,8,232,0.8830299061863355,Tinggi,True,2026-08-20
Kalimantan Tengah,GUNUNG MAS,KURUN,0,0,0,0.09999999999999999,27.066666666666666,77.0,3,8,232,0.7912166158740775,Tinggi,True,2026-08-20
Kalimantan Tengah,GUNUNG MAS,TEWAH,0,0,0,0.0,26.866666666666664,79.66666666666667,3,8,232,0.7113448257320732,Tinggi,True,2026-08-20
Kalimantan Tengah,GUNUNG MAS,RUNGAN,0,0,0,0.6142857142857142,26.985714285714284,81.71428571428571,3,8,232,0.8836155222950071,Tinggi,True,2026-08-20
Kalimantan Tengah,GUNUNG MAS,MANUHING,0,0,0,0.4714285714285714,27.21428571428572,79.28571428571429,4,8,232,0.9007105902104415,Tinggi,True,2026-08-20
Kalimantan Tengah,MURUNG RAYA,SERIBU RIAM,0,0,0,4.6,24.4,80.5,0,8,232,0.65913698435437,Tinggi,True,2026-08-20
Kalimantan Tengah,MURUNG RAYA,UUT MURUNG,0,0,0,1.2,25.733333333333334,82.33333333333333,1,8,232,0.8427223461035523,Tinggi,True,2026-08-20
Kalimantan Tengah,BARITO TIMUR,DUSUN TIMUR,0,0,0,1.0666666666666667,27.416666666666668,78.0,1,8,232,0.39406600164699446,Sedang,True,2026-08-20
Riau,BENGKALIS,BUKIT BATU,0,0,0,3.5999999999999996,28.675,74.5,0,8,232,0.8107427058712366,Tinggi,True,2026-08-20
Riau,BENGKALIS,BUKIT BATU,0,0,0,3.5999999999999996,28.675,74.5,0,8,232,0.8107427058712366,Tinggi,True,2026-08-20
Riau,BENGKALIS,PINGGIR,0,0,0,8.042857142857143,28.057142857142857,81.0,0,8,232,0.6276145780526441,Sedang,True,2026-08-20
Riau,BENGKALIS,MANDAU,0,0,0,4.816666666666666,28.566666666666663,74.33333333333333,0,8,232,0.8234248681905214,Tinggi,True,2026-08-20
RIAU,ROKAN HULU,PAGARAN TAPAH DARUSSALAM,0,0,0,7.828571428571429,27.5,82.71428571428571,0,8,232,,Rendah,False,2026-08-20
RIAU,KOTA PEKANBARU,LIMA PULUH,0,0,0,4.95,28.4,76.75,0,8,232,,Rendah,False,2026-08-20
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,BELITANG MULYA,0,0,0,0.4857142857142857,29.014285714285712,66.71428571428571,3,8,232,,Rendah,False,2026-08-20
RIAU,INDRAGIRI HULU,PASIR PENYU,0,0,0,1.7333333333333334,27.5,83.66666666666667,0,8,232,,Rendah,False,2026-08-20
RIAU,INDRAGIRI HILIR,CONCONG,0,0,0,0.8,27.5,81.0,1,8,232,,Rendah,False,2026-08-20
RIAU,ROKAN HULU,UJUNG BATU,0,0,0,5.885714285714286,27.442857142857143,81.42857142857143,0,8,232,,Rendah,False,2026-08-20
RIAU,SIAK,LUBUK DALAM,0,0,0,5.057142857142857,28.071428571428573,79.42857142857143,0,8,232,,Rendah,False,2026-08-20
RIAU,KOTA DUMAI,DUMAI KOTA,0,0,0,3.0,29.7,67.0,0,8,232,,Rendah,False,2026-08-20
RIAU,KOTA PEKANBARU,SUKAJADI,0,0,0,0.1,29.4,68.0,1,8,232,,Rendah,False,2026-08-20
RIAU,KOTA PEKANBARU,PEKANBARU KOTA,0,0,0,1.8666666666666665,28.96666666666667,71.66666666666667,0,8,232,,Rendah,False,2026-08-20
RIAU,KOTA PEKANBARU,SAIL,0,0,0,6.300000000000001,28.583333333333332,76.83333333333333,0,8,232,,Rendah,False,2026-08-20
SUMATERA SELATAN,LAHAT,JARAI,0,0,0,2.6,23.240000000000002,81.0,0,8,232,,Rendah,False,2026-08-20
SUMATERA SELATAN,LAHAT,SUKAMERINDU,0,0,0,1.25,22.483333333333334,78.16666666666667,0,8,232,,Rendah,False,2026-08-20
SUMATERA SELATAN,KOTA PALEMBANG,BUKIT KECIL,0,0,0,0.942857142857143,29.042857142857144,69.0,2,8,232,,Rendah,False,2026-08-20
SUMATERA SELATAN,OGAN ILIR,SUNGAI PINANG,0,0,0,1.1,28.225,72.75,2,8,232,,Rendah,False,2026-08-20
SUMATERA SELATAN,KOTA PALEMBANG,SEBERANG ULU I,0,0,0,0.8250000000000001,28.775,69.0,1,8,232,,Rendah,False,2026-08-20
SUMATERA SELATAN,KOTA PALEMBANG,SEBERANG ULU II,0,0,0,0.66,29.080000000000002,68.2,1,8,232,,Rendah,False,2026-08-20
SUMATERA SELATAN,KOTA PALEMBANG,SAKO,0,0,0,0.72,28.9,67.6,2,8,232,,Rendah,False,2026-08-20
SUMATERA SELATAN,KOTA PALEMBANG,ILIR BARAT II,0,0,0,1.6500000000000001,29.13333333333333,68.5,1,8,232,,Rendah,False,2026-08-20
SUMATERA SELATAN,KOTA PALEMBANG,ILIR TIMUR I,0,0,0,0.8500000000000001,29.0,68.75,0,8,232,,Rendah,False,2026-08-20
SUMATERA SELATAN,KOTA PALEMBANG,ILIR TIMUR II,0,0,0,0.03333333333333333,28.8,66.0,3,8,232,,Rendah,False,2026-08-20
SUMATERA SELATAN,KOTA PAGAR ALAM,PAGAR ALAM UTARA,0,0,0,0.2333333333333333,22.400000000000002,76.0,3,8,232,,Rendah,False,2026-08-20
SUMATERA SELATAN,KOTA PAGAR ALAM,PAGAR ALAM SELATAN,0,0,0,0.8833333333333333,20.85,80.0,0,8,232,,Rendah,False,2026-08-20
SUMATERA SELATAN,KOTA LUBUKLINGGAU,LUBUK LINGGAU TIMUR II,0,0,0,1.9000000000000001,27.38571428571429,75.0,2,8,232,,Rendah,False,2026-08-20
SUMATERA SELATAN,KOTA LUBUKLINGGAU,LUBUK LINGGAU SELATAN II,0,0,0,0.2333333333333333,26.96666666666667,75.66666666666667,3,8,232,,Rendah,False,2026-08-20
KALIMANTAN TENGAH,KAPUAS,SELAT,0,0,0,0.34,28.46,69.2,3,8,232,,Rendah,False,2026-08-20
