provinsi,Kab_Kota,Kecamatan,lat,lon
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,PULAU HANAUT,-2.863474878250113,113.0532370345932
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,ANTANG KALANG,-1.3824949254683967,112.60741279639174
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,TELUK SAMPIT,-3.0679842356746967,112.91401208226175
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,SERANAU,-2.533357926767935,113.08364648175431
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,CEMPAGA HULU,-1.9688433053952594,113.05091120430052
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,TELAWANG,-2.3567021484122117,112.5959040529662
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,BUKIT SANTUAI,-1.720905340025778,112.30989876350532
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,TUALAN HULU,-1.7288825541558932,112.78783396283214
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,TELAGA ANTANG,-1.5408892244109473,112.43759329457075
KALIMANTAN TENGAH,KAPUAS,SELAT,-2.993296554680675,114.38626804938554
KALIMANTAN TENGAH,KAPUAS,KAPUAS TIMUR,-3.0833678708962156,114.45775412666312
KALIMANTAN TENGAH,KAPUAS,KAPUAS KUALA,-3.339381227812073,114.30691246844799
KALIMANTAN TENGAH,KAPUAS,KAPUAS BARAT,-2.803950058105738,114.39255337430225
KALIMANTAN TENGAH,KAPUAS,PULAU PETAK,-2.911751600457581,114.49448555086089
KALIMANTAN TENGAH,KAPUAS,KAPUAS MURUNG,-2.7467583596228735,114.6258948315712
KALIMANTAN TENGAH,KAPUAS,BASARANG,-2.9670312474104406,114.30546031939907
KALIMANTAN TENGAH,KAPUAS,KAPUAS HULU,-0.8166643809020994,113.8842286578147
KALIMANTAN TENGAH,KAPUAS,TAMBAN CATUR,-3.2189755291982065,114.3759185543179
KALIMANTAN TENGAH,KAPUAS,PASAK TALAWANG,-1.0583490030237497,114.17945119043932
KALIMANTAN TENGAH,KAPUAS,MANDAU TALAWANG,-0.6541528887767193,113.96807679261757
KALIMANTAN TENGAH,KAPUAS,DADAHUP,-2.6235032754514114,114.63524950832402
KALIMANTAN TENGAH,KAPUAS,BATAGUH,-3.192588811827893,114.2786300670848
KALIMANTAN TENGAH,BARITO SELATAN,JENAMAS,-2.437690379152544,114.86417551969286
KALIMANTAN TENGAH,BARITO SELATAN,DUSUN HILIR,-2.264355509108558,114.76099235423847
KALIMANTAN TENGAH,BARITO SELATAN,KARAU KUALA,-1.9171187326582293,114.80044849654762
KALIMANTAN TENGAH,BARITO SELATAN,DUSUN UTARA,-1.4331053988037972,114.92048209865249
KALIMANTAN TENGAH,BARITO SELATAN,GN. BINTANG AWAI,-1.495383580454339,115.23522338491803
KALIMANTAN TENGAH,BARITO SELATAN,DUSUN SELATAN,-1.679843891612171,114.81813228737802
KALIMANTAN TENGAH,BARITO UTARA,MONTALLAT,-1.2439500961012406,114.82766948567696
KALIMANTAN TENGAH,BARITO UTARA,GUNUNG TIMANG,-1.2391288554643949,115.19673239055103
KALIMANTAN TENGAH,BARITO UTARA,GUNUNG PUREI,-1.1925039927238337,115.61085387764656
KALIMANTAN TENGAH,BARITO UTARA,TEWEH TIMUR,-1.023603378258344,115.39038013427475
KALIMANTAN TENGAH,BARITO UTARA,TEWEH TENGAH,-0.9767126507550633,114.67632651244499
KALIMANTAN TENGAH,BARITO UTARA,TEWEH BARU,-1.0090086328705512,115.08751546929155
KALIMANTAN TENGAH,BARITO UTARA,TEWEH SELATAN,-1.0931124178103957,114.91615813154401
KALIMANTAN TENGAH,BARITO UTARA,LAHEI BARAT,-0.7367475804047515,114.90905372166368
KALIMANTAN TENGAH,KATINGAN,KAMIPANG,-2.328698291621501,113.41314949025607
KALIMANTAN TENGAH,KATINGAN,KATINGAN HILIR,-1.8916076970338584,113.38433085855009
KALIMANTAN TENGAH,KATINGAN,TEWANG SANGALANG GARING,-1.7484145474876653,113.3379022956685
KALIMANTAN TENGAH,KATINGAN,PULAU MALAN,-1.629781956295674,113.21127798349177
KALIMANTAN TENGAH,KATINGAN,KATINGAN TENGAH,-1.4369283292166346,112.98271029657256
KALIMANTAN TENGAH,KATINGAN,SANAMAN MANTIKEI,-1.203043382340709,113.09071856904416
KALIMANTAN TENGAH,KATINGAN,MARIKIT,-0.9512197803449846,112.62948170844076
KALIMANTAN TENGAH,KATINGAN,KATINGAN HULU,-1.059784637154837,112.34964677065769
KALIMANTAN TENGAH,KATINGAN,MENDAWAI,-2.7128042956829104,113.40603632648913
KALIMANTAN TENGAH,KATINGAN,KATINGAN KUALA,-3.0744416061966175,113.45482020552924
KALIMANTAN TENGAH,KATINGAN,TASIK PAYAWAN,-2.0509551214776804,113.44384267756676
KALIMANTAN TENGAH,KATINGAN,PETAK MALAI,-0.7826651001236576,112.94520598640162
KALIMANTAN TENGAH,KATINGAN,BUKIT RAYA,-0.9233362492593647,112.21665032888264
KALIMANTAN TENGAH,SERUYAN,SERUYAN TENGAH,-1.8928367828385764,112.1045286865627
KALIMANTAN TENGAH,SERUYAN,DANAU SEMBULUH,-2.75843312739691,112.20780568802127
KALIMANTAN TENGAH,SERUYAN,HANAU,-2.546525527169283,112.13717392650602
KALIMANTAN TENGAH,SERUYAN,SERUYAN RAYA,-2.531518270186586,112.39923902733311
KALIMANTAN TENGAH,SERUYAN,DANAU SELULUK,-2.3523108775099,112.25779702904107
KALIMANTAN TENGAH,SERUYAN,BATU AMPAR,-2.245835243444474,112.14450299796268
KALIMANTAN TENGAH,SERUYAN,SULING TAMBUN,-1.3080843290345743,111.64247145965443
KALIMANTAN TENGAH,SUKAMARA,PANTAI LUNCI,-2.889324471160851,111.16180178387067
KALIMANTAN TENGAH,SUKAMARA,PERMATA KECUBUNG,-2.19926184135779,111.20949449431488
KALIMANTAN TENGAH,LAMANDAU,DELANG,-1.6438930740129951,111.02934855049547
KALIMANTAN TENGAH,LAMANDAU,LAMANDAU,-1.9136593833661195,111.17797558254388
KALIMANTAN TENGAH,LAMANDAU,BULIK,-2.114301562152941,111.42391301220762
KALIMANTAN TENGAH,LAMANDAU,BULIK TIMUR,-1.725741572962859,111.63878068854164
KALIMANTAN TENGAH,LAMANDAU,MENTHOBI RAYA,-1.9966908390272213,111.69460631848379
KALIMANTAN TENGAH,LAMANDAU,SEMATU JAYA,-2.235371322349296,111.55627530290928
KALIMANTAN TENGAH,LAMANDAU,BELANTIKAN RAYA,-1.5991671415738993,111.41176558821122
KALIMANTAN TENGAH,LAMANDAU,BATANG KAWA,-1.635147099454393,111.21468973959423
KALIMANTAN TENGAH,GUNUNG MAS,SEPANG SIMIN,-1.5039188989103256,113.87092307726358
KALIMANTAN TENGAH,GUNUNG MAS,KAHAYAN HULU UTARA,-0.8722959169497262,113.53288021696936
KALIMANTAN TENGAH,BARITO TIMUR,PEMATANG KARAU,-1.8353078689966866,115.0278812985339
RIAU,BENGKALIS,PINGGIR,1.319173067143094,101.4754738677726
KALIMANTAN TENGAH,GUNUNG MAS,MIHING RAYA,-1.3563357351753496,113.88632480218506
KALIMANTAN TENGAH,GUNUNG MAS,DAMANG BATU,-0.7169687672922804,113.28398330177956
KALIMANTAN TENGAH,GUNUNG MAS,MIRI MANASA,-0.5675872090714063,113.57868608470989
KALIMANTAN TENGAH,GUNUNG MAS,RUNGAN HULU,-1.0904087627383672,113.52885474658501
KALIMANTAN TENGAH,GUNUNG MAS,MAHUNING RAYA,-1.1692357064474033,113.28768398409112
KALIMANTAN TENGAH,GUNUNG MAS,RUNGAN BARAT,-1.1800202153652455,113.4497845168267
KALIMANTAN TENGAH,PULANG PISAU,PANDIH BATU,-3.0782181661204016,114.11121824000654
KALIMANTAN TENGAH,PULANG PISAU,KAHAYAN KUALA,-3.2809968768948448,113.96419326320371
KALIMANTAN TENGAH,PULANG PISAU,KAHAYAN TENGAH,-2.0105495252532006,113.97790846102852
KALIMANTAN TENGAH,PULANG PISAU,BANAMA TINGANG,-1.7125152591714592,113.90249153363828
KALIMANTAN TENGAH,PULANG PISAU,KAHAYAN HILIR,-2.7614145060334674,114.20281196478876
KALIMANTAN TENGAH,PULANG PISAU,MALIKU,-2.954131810837284,114.1621912242615
KALIMANTAN TENGAH,PULANG PISAU,JABIREN,-2.447570483581265,114.19374140876675
KALIMANTAN TENGAH,PULANG PISAU,SEBANGAU KUALA,-2.8352281747984702,113.83760590405488
KALIMANTAN TENGAH,MURUNG RAYA,MURUNG,-0.7295793040763241,114.54716674911901
KALIMANTAN TENGAH,MURUNG RAYA,TANAH SIANG,-0.3510864125718838,114.52809189616804
KALIMANTAN TENGAH,MURUNG RAYA,LAUNG TUHUP,-0.3953161925333562,114.72861180220369
KALIMANTAN TENGAH,MURUNG RAYA,PERMATA INTAN,-0.7307205368477863,114.26259367398143
KALIMANTAN TENGAH,MURUNG RAYA,SUMBER BARITO,-0.4045627763173733,114.15635356927977
KALIMANTAN TENGAH,MURUNG RAYA,BARITO TUHUP RAYA,-0.35727290992373095,114.91221385737263
KALIMANTAN TENGAH,MURUNG RAYA,TANAH SIANG SELATAN,-0.656193441617464,114.44868398538047
KALIMANTAN TENGAH,MURUNG RAYA,SUNGAI BABUAT,-0.5247080110803011,114.35872081841696
KALIMANTAN TENGAH,BARITO TIMUR,BANUA LIMA,-2.2519996705064584,115.11578784132507
KALIMANTAN TENGAH,BARITO TIMUR,PATANGKEP TUTUI,-1.9920854106484602,115.34841560405432
KALIMANTAN TENGAH,BARITO TIMUR,AWANG,-1.958257178903703,115.25974676494666
KALIMANTAN TENGAH,BARITO TIMUR,DUSUN TENGAH,-1.797394745988487,115.21319250322314
KALIMANTAN TENGAH,BARITO TIMUR,PAJU EPAT,-2.12416785125476,115.01326570422721
KALIMANTAN TENGAH,BARITO TIMUR,RAREN BATUAH,-1.6897934905167111,115.22273155149269
KALIMANTAN TENGAH,BARITO TIMUR,PAKU,-1.8989974208866052,115.19393845617182
KALIMANTAN TENGAH,BARITO TIMUR,KARUSEN JANANG,-1.9550804643784896,115.08083607633581
KALIMANTAN TENGAH,KOTA PALANGKARAYA,PAHANDUT,-2.2132011666994655,113.95271706735508
KALIMANTAN TENGAH,KOTA PALANGKARAYA,BUKIT BATU,-2.006167128495343,113.74585922528668
KALIMANTAN TENGAH,KOTA PALANGKARAYA,JEKAN RAYA,-2.196326129032753,113.81242874374512
KALIMANTAN TENGAH,KOTA PALANGKARAYA,SABANGAU,-2.3079365189057293,113.91585480589968
KALIMANTAN TENGAH,KOTA PALANGKARAYA,RAKUMPIT,-1.7643736720605465,113.65939887140306
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,KUMAI,-2.9352710410122236,111.83702002097716
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,ARUT SELATAN,-2.532752647009521,111.60712899095735
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,KOTAWARINGIN LAMA,-2.4712675736854717,111.4168409725149
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,ARUT UTARA,-2.019355097799413,111.89789394125873
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,PANGKALAN LADA,-2.5141040297810218,111.77592061826046
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,PANGKALAN BANTENG,-2.453823883766213,111.92898403451532
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,KOTA BESI,-2.3399741179377904,112.82505057308077
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,CEMPAGA,-2.2517726285766377,113.02279813057338
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,MENTAYA HULU,-2.067172657372042,112.52031896592983
KALIMANTAN TENGAH,KAPUAS,MANTANGAI,-1.9608430014705482,114.3033985482398
KALIMANTAN TENGAH,KAPUAS,TIMPAH,-1.5774549499780857,114.54929930881823
KALIMANTAN TENGAH,KAPUAS,KAPUAS TENGAH,-1.1873179892484935,114.37657150534552
KALIMANTAN TENGAH,BARITO UTARA,LAHEI,-0.5773829772757448,115.17048557546732
KALIMANTAN TENGAH,SERUYAN,SERUYAN HILIR,-3.08321041947521,112.31856842833801
KALIMANTAN TENGAH,SERUYAN,SERUYAN HULU,-1.1543176830549258,111.92975861535864
KALIMANTAN TENGAH,SERUYAN,SERUYAN HILIR TIMUR,-3.1373960000349204,112.69929192599254
KALIMANTAN TENGAH,SUKAMARA,SUKAMARA,-2.6041807525888303,111.23123377269047
KALIMANTAN TENGAH,SUKAMARA,JELAI,-2.9481827444924997,110.89805861311125
KALIMANTAN TENGAH,GUNUNG MAS,KURUN,-1.1722540637254537,113.86629882304514
KALIMANTAN TENGAH,GUNUNG MAS,TEWAH,-1.028244786306969,113.69934848399164
KALIMANTAN TENGAH,GUNUNG MAS,RUNGAN,-1.4028442252476672,113.6459790603967
KALIMANTAN TENGAH,GUNUNG MAS,MANUHING,-1.4740691576455212,113.45739653886346
KALIMANTAN TENGAH,MURUNG RAYA,SERIBU RIAM,0.0877413955374742,113.77977058605539
KALIMANTAN TENGAH,MURUNG RAYA,UUT MURUNG,0.2797820826381879,114.54993290217111
KALIMANTAN TENGAH,BARITO TIMUR,DUSUN TIMUR,-2.1077783366492655,115.17265438457608
RIAU,BENGKALIS,BUKIT BATU,1.3598525256011236,101.98386346975613
RIAU,BENGKALIS,BUKIT BATU,1.5668097323010808,101.72631427774236
RIAU,BENGKALIS,PINGGIR,1.142741035175136,101.28875294416922
RIAU,BENGKALIS,MANDAU,1.2608312874990626,101.23226524555095
